Id,Label,movie_count,avg_vote_average,years_active,top_genre,genre_1,genre_2,genre_3,movie_list
104494,Donna Benedicto,14,6.4,2016-2020,TV Movie,TV Movie,Romance,Comedy,A Wish for Christmas (2016); The Real MVP: The Wanda Durant Story (2016); Crash Pad (2017); Four Christmases and a Wedding (2017); Last Scene Alive: An Aurora Teagarden Mystery (2018); Mr. 365 (2018); Buddy Games (2019); Mystery 101: Dead Talk (2019); Christmas On My Mind (2019); The Main Event (2020); Matching Hearts (2020); Nature of Love (2020); Love in the Forecast (2020); Jingle Bell Bride (2020)
104500,Donna Biscoe,21,5.8,2000-2019,Drama,Drama,Thriller,Romance,"Trois (2000); Pandora's Box (2002); Frankenfish (2004); Trois 3: The Escort (2004); Dead Birds (2005); Three Can Play That Game (2007); One Missed Call (2008); Blood Done Sign My Name (2010); The Hunger Games: Mockingjay - Part 1 (2014); The Sacrament (2014); The Mockingjay Lives: The Making of the Hunger Games: Mockingjay Part 1 (2015); Surviving Compton: Dre, Suge and Michel'le (2016); The Fundamentals of Caring (2016); Confirmation (2016); Hidden Figures (2016); Girls Trip (2017); A Question of Faith (2017); Along Came the Devil (2018); Night School (2018); The Beach House (2018); Red All Over (2019)"
104563,Donna DuPlantier,26,6.14,2002-2020,Drama,Drama,Horror,Thriller,"Brown Sugar (2002); Vampire Bats (2005); For One Night (2006); Hello Sister, Goodbye Life (2006); Somebody Help Me (2007); The Curious Case of Benjamin Button (2008); The Open Road (2009); The Becoming Box (2011); Seeking Justice (2011); Texas Killing Fields (2011); American Horror House (2012); Fire with Fire (2012); Bullet to the Head (2012); Dallas Buyers Club (2013); When the Game Stands Tall (2014); The Best of Me (2014); Devil's Due (2014); 99 Homes (2015); The D Train (2015); Return to Sender (2015); The Runner (2015); Worry Dolls (2016); Bad Moms (2016); Father Figures (2017); Happy Death Day (2017); Unhinged (2020)"
104600,Donna Hamblin,20,2.67,2004-2020,Horror,Horror,Action,Thriller,Cauldron: Baptism of Blood (2004); Mark of the Astro-Zombies (2004); The Wild World of Ted V. Mikels (2008); At the House of Madness (2008); Demon Haunt (2009); Astro-Zombies M3: Cloned (2010); Sinister (2011); Blood Mercury (2014); Paranormal Extremes: Text Messages from the Dead (2015); Angel of Reckoning (2016); Ten Violent Women: Part Two (2017); Hellcat's Revenge (2017); Meathook Massacre II (2017); Clawed (2017); Home Videos (2017); Challenge of Five Gauntlets (2018); Tales for the Midnight Hour II (2018); Hellcat's Revenge II: Deadman's Hand (2019); Faces of Fear (2020); Uncommon Bond (2020)
104602,Donna Hanover,11,4.86,2000-2015,Drama,Drama,Comedy,Romance,Another Woman's Husband (2000); Love Lessons (2000); Intern (2000); Someone Like You... (2001); Series 7 (2001); Julie Johnson (2001); Jenifer (2001); Just a Kiss (2002); Noel (2004); Interview (2007); Keep in Touch (2015)
104671,Donna Murphy,17,5.63,2000-2020,Drama,Drama,Adventure,Comedy,"Center Stage (2000); The Last Debate (2000); Spider-Man 2 (2004); The Door in the Floor (2004); The Fountain (2006); World Trade Center (2006); Ira & Abby (2006); The Nanny Diaries (2007); Tangled (2010); Sondheim! The Birthday Concert (2010); Untangled: The Making of a Fairy Tale (2011); Higher Ground (2011); Dark Horse (2012); The Bourne Legacy (2012); Six by Sondheim (2013); No Pay, Nudity (2016); Anastasia: Once Upon a Time (2020)"
104770,Donnelly Rhodes,15,5.62,2000-2013,TV Movie,TV Movie,Action,Comedy,Personally Yours (2000); Snow Dogs (2002); Pressure (2002); Past Tense (2006); Gym Teacher: The Movie (2008); Riddles of the Sphinx (2008); Damage (2009); TRON: Legacy (2010); Ramona and Beezus (2010); Hunt to Kill (2010); Iron Invader (2011); Marley & Me: The Puppy Years (2011); Barricade (2012); The 12 Disasters of Christmas (2012); Mr. Hockey: The Gordie Howe Story (2013)
104815,Donnie McClurkin,10,0.65,2002-2019,Music,Music,Drama,Romance,"Donnie McClurkin: Live in London and More (2002); The WOW Gospel 2002: 12 Top Videos (2002); No Restraints: Keepin' the Worship Alive (2004); Diary of a Mad Black Woman (2005); Donnie McClurkin - Psalms, Hymns Spiritual Songs (2005); WOW Gospel 2006 (2006); WOW Gospel 2009 (2009); WOW Gospel 2010 (2010); The African Pride Gospel Superfest (2019); 35 Years of Friends: Celebrating the Music of Michael W. Smith (2019)"
104828,Donnie Wahlberg,18,4.97,2000-2020,Thriller,Thriller,Crime,Drama,Bullfighter (2000); Diamond Men (2000); The Making of 'Band of Brothers' (2001); Triggermen (2002); Dreamcatcher (2003); Saw II (2005); Magnificent Desolation: Walking on the Moon (2005); Marilyn Hotchkiss' Ballroom Dancing & Charm School (2006); Saw III (2006); Annapolis (2006); Dead Silence (2007); Kings of South Beach (2007); Saw IV (2007); Righteous Kill (2008); What Doesn't Kill You (2008); Zookeeper (2011); Tooken (2015); Sail Away:  A New Kids On The Block Cruise Story (2020)
104832,Donnie Yen,11,5.68,2000-2020,Action,Action,Adventure,Documentary,Highlander: Endgame (2000); Hong Kong Superstars (2001); Blade II (2002); Fist of Fury (2002); The Blood Pact: The Making of 'Blade II' (2002); Shanghai Knights (2003); How Bruce Lee Changed the World (2009); Rogue One: A Star Wars Story (2016); xXx: Return of Xander Cage (2017); The Stories: The Making of 'Rogue One: A Star Wars Story' (2017); Mulan (2020)
104839,Donny Boaz,23,4.78,2003-2020,Drama,Drama,Romance,Horror,Saving Jessica Lynch (2003); Devon's Ghost: Legend of the Bloody Boy (2005); The Great Debaters (2007); A Schizophrenic Love Story (2011); Supernatural Activity (2012); The Significant Other (2012); Deep in the Heart (2012); Anna Nicole (2013); Raptor Ranch (2013); Could This Be Love? (2014); Flashes - The Director's Cut (2015); My All American (2015); Sorrow (2015); Kill or Be Killed (2016); Afterburn/Aftershock (2017); The Perfect Wife (2017); Road Less Traveled (2017); The Terrible Two (2018); The Beach House (2018); The Iron Orchard (2018); 12 Pups of Christmas (2019); Fear Bay (2019); Assassin 33 A.D. (2020)
104856,Donny Osmond,13,4.47,2001-2020,Documentary,Documentary,Music,Comedy,Breaking the Silence: The Making of Hannibal (2001); Tom Jones | Duets by Invitation Only (2001); A Johnny Bravo Christmas (2001); Afraid of People (2002); An Audience with Donny Osmond (2002); Bob the Builder: Built to be Wild (2006); Concert for Diana (2007); College Road Trip (2008); CTU: Provo (2008); Mickey’s 90th Spectacular (2018); George Wallace: The Vegas Bootleg (2018); ABBA Forever: A Celebration (2019); The Real Michael Jackson (2020)
104987,Dora Madison,12,5.15,2011-2019,Thriller,Thriller,Horror,Drama,Humans vs Zombies (2011); Cowgirls n' Angels (2012); The Loft (2014); Exists (2014); Dark Places (2015); Everybody Wants Some!! (2016); Stars Are Already Dead (2016); Song to Song (2017); The Honor Farm (2017); Bliss (2019); All That We Destroy (2019); VFW (2019)
105110,Dorian Harewood,18,5.22,2000-2015,Drama,Drama,TV Movie,Thriller,"Hendrix (2000); The Last Debate (2000); Glitter (2001); Walter and Henry (2001); The Triangle (2001); The Christmas Shoes (2002); Framed (2002); Gothika (2003); Daredevil vs. Spider-Man (2003); Levity (2003); Hollywood Wives: The New Generation (2003); Kangaroo Jack: G'Day, U.S.A.! (2004); Assault on Precinct 13 (2005); Billy & Mandy's Big Boogey Adventure (2007); Grave Misconduct (2008); Mayor Cupcake (2011); The Right Girl (2015); The Making of the Wiz Live! (2015)"
105117,Dorian Kingi,10,5.85,2002-2018,Action,Action,Thriller,Science Fiction,The Time Machine (2002); The Amityville Horror (2005); Crank (2006); Bloodlines (2007); Green Lantern (2011); Act of Valor (2012); Bad Ass (2012); Veronica Mars (2014); Within (2016); A-X-L (2018)
105125,Dorian Missick,22,5.05,2000-2019,Drama,Drama,Thriller,Comedy,Shaft (2000); Two Weeks Notice (2002); Crime Partners (2003); 50 Ways to Leave Your Lover (2004); The Manchurian Candidate (2004); Two Guns (2005); Lucky Number Slevin (2006); Premium (2006); Freedomland (2006); Mama's Boy (2007); Rachel Getting Married (2008); The Bounty Hunter (2010); Mooz-lum (2011); Big Words (2013); Things Never Said (2013); Deliver Us from Evil (2014); Annie (2014); The Summoning (2015); 9 Rides (2016); Jinn (2018); #truth (2019); Brian Banks (2019)
105144,Dorie Barton,15,5.07,2000-2019,Comedy,Comedy,Romance,Drama,"How to Marry a Billionaire: A Christmas Tale (2000); Do You Wanna Know a Secret? (2001); Foreign Correspondents (2001); Down with Love (2003); Martha, Inc.: The Story of Martha Stewart (2003); Meet the Fockers (2004); Just Desserts (2004); Bewitched (2005); Grilled (2006); What I Did for Love (2006); All About Steve (2009); The Nanny Express (2009); God Bless America (2012); Cupid (2012); Extracurricular Activities (2019)"
105150,Dorien Wilson,15,4.18,2001-2020,Comedy,Comedy,Drama,Family,House Party 4: Down to the Last Minute (2001); Clover Bend (2002); Quigley (2003); Ghost Dog: A Detective Tail (2003); You Got Served (2004); Gas (2004); Peaches (2008); Steppin: The Movie (2009); Pastor Shirley (2013); A Weekend with the Family (2016); The Grace of Jake (2017); Stolen Breath: The Truth Revealed (2017); Never Heard (2018); Love on a Two Way Street (2020); Steppin' Back to Love (2020)
105195,Doris McCarthy,22,6.26,2014-2020,Drama,Drama,Comedy,Romance,Night at the Museum: Secret of the Tomb (2014); The Intern (2015); Trainwreck (2015); Anesthesia (2016); Zoolander 2 (2016); Indignation (2016); The Girl on the Train (2016); Tallulah (2016); Rough Night (2017); The Wizard of Lies (2017); Carrie Pilby (2017); Going in Style (2017); Set It Up (2018); Can You Ever Forgive Me? (2018); If Beale Street Could Talk (2018); Here and Now (2018); Windows on the World (2019); Isn't It Romantic (2019); After the Wedding (2019); Bad Education (2019); Hustlers (2019); The Forty-Year-Old Version (2020)
105205,Doris Roberts,22,5.25,2000-2018,Comedy,Comedy,TV Movie,Romance,One True Love (2000); All Over the Guy (2001); Dickie Roberts: Former Child Star (2003); A Time to Remember (2003); Raising Waylon (2004); Grandma's Boy (2006); I-See-You.com (2006); Keeping Up with the Steins (2006); Our House (2006); Eloise Goes to School (2007); Aliens in the Attic (2009); Play the Game (2009); Mrs. Miracle (2009); Call Me Mrs. Miracle (2010); Phineas and Ferb The Movie: Across the 2nd Dimension (2011); Madea's Witness Protection (2012); Margarine Wars (2012); The Little Rascals Save the Day (2014); Touched (2014); Merry Kissmas (2015); The Red Maple Leaf (2017); Every Act of Life (2018)
105229,Dorla Bell,10,7.24,2007-2012,Family,Family,Animation,Comedy,Bratz Kidz: Sleep-Over Adventure (2007); Bratz: Super Babyz (2007); Bratz Kidz: Fairy Tales (2008); Bratz Babyz Save Christmas (2008); Barbie and the Three Musketeers (2009); Sing Along with Barbie (2009); Percy Jackson & the Olympians: The Lightning Thief (2010); Bratz: Pampered Petz (2010); Bratz: Good Vibes (2011); Bratz: Desert Jewelz (2012)
105236,Doron Bell,18,6.05,2001-2020,TV Movie,TV Movie,Romance,Comedy,Strange Frequency (2001); They Call Me Sirr (2001); G.I. Joe: Spy Troops (2003); Scary Movie 3 (2003); G.I. Joe: Valor vs. Venom (2004); FBI: Negotiator (2005); The Hard Corps (2005); A Valentine Carol (2007); 2012 (2009); Dr. Dolittle: Million Dollar Mutts (2009); Baby Sellers (2013); Toni Braxton: Unbreak My Heart (2016); The Perfect Catch (2017); Falling for Vermont (2017); Love on the Slopes (2018); Our Christmas Love Song (2019); Love in the Forecast (2020); Time for Us to Come Home for Christmas (2020)
105278,Dorothy Atkinson,10,6.02,2002-2018,Drama,Drama,History,Thriller,"All or Nothing (2002); The Final Curtain (2002); Housewife, 49 (2006); Victoria Wood's Midlife Christmas (2009); Chatroom (2010); Mr. Turner (2014); That Day We Sang (2014); Peter & Wendy (2015); Peterloo (2018); The Mercy (2018)"
105466,Doug Abrahams,27,5.54,2000-2020,TV Movie,TV Movie,Comedy,Action,The Man Who Used to Be Me (2000); The Linda McCartney Story (2000); 3000 Miles to Graceland (2001); Ignition (2002); How to Kill Your Neighbor's Dog (2002); Wildfire 7: The Inferno (2002); D.C. Sniper: 23 Days of Fear (2003); Maximum Surge (2003); The Ranch (2004); Fantastic Four (2005); 12 Hours to Live (2006); Scary Movie 4 (2006); Like Mike 2: Streetball (2006); Hot Rod (2007); The Christmas Clause (2008); Stargate: The Ark of Truth (2008); The King of Fighters (2009); Flicka 2 (2010); Planet Hulk (2010); Diary of a Wimpy Kid: Dog Days (2012); Escape from Planet Earth (2013); Garage Sale Mystery (2013); Man of Steel (2013); Army of One (2016); Christmas List (2016); All Summer Long (2019); Deliver by Christmas (2020)
105470,Doug Allen,11,4.67,2000-2018,Crime,Crime,Thriller,Drama,Gangster No. 1 (2000); Christie Malry's Own Double-Entry (2000); Hawkins (2001); The Firm (2009); Screwed (2011); Nice Guy (2012); Closed Circuit (2013); The Guvnors (2014); Sniper: Legacy (2014); Anti-Social (2015); Nightshooters (2018)
105483,Doug Basham,11,7.34,2003-2007,Action,Action,Drama,,WWE Survivor Series 2003 (2003); WWE Vengeance 2003 (2003); WWE No Mercy 2003 (2003); WWE WrestleMania XX (2004); WWE No Way Out 2004 (2004); WWE Armageddon 2004 (2004); WWE Royal Rumble 2005 (2005); WWE No Way Out 2005 (2005); WWE: Rey Mysterio - The Biggest Little Man (2007); TNA Sacrifice 2007 (2007); TNA Victory Road 2007 (2007)
105486,Doug Benson,15,5.21,2002-2020,Comedy,Comedy,Documentary,Animation,"Run Ronnie Run (2002); Heckler (2007); Super High Me (2007); The Comedians of Comedy: Live at The Troubadour (2007); 4:20 Hour Stand-Up (2009); The Greatest Movie Ever Rolled (2013); Doug Benson: Doug Dynasty (2014); Sleight of Mouth with Justin Willman (2015); Chronic-Con, Episode 420: A New Dope (2015); The Lego Batman Movie (2017); Mr. Roosevelt (2017); Batman Is Just Not That Into You (2017); Movie Sound Effects: How Do They Do That? (2017); Brentwood (2018); The Last Blockbuster (2020)"
105506,Doug Bradley,26,5.01,2000-2020,Horror,Horror,Thriller,Documentary,Hellraiser: Inferno (2000); Hellraiser: Hellseeker (2002); Red Lines (2002); Dominator (2003); Hellraiser: Hellworld (2005); Hellraiser: Deader (2005); The Prophecy: Uprising (2005); Pumpkinhead: Ashes to Ashes (2006); The Cottage (2008); Ten Dead Men (2008); Tattoos: A Scarred History (2009); Book of Blood (2009); The Reverend (2011); Jack Falls (2011); Underground Entertainment: The Movie (2011); A Vampire's Tale (2011); Deer Crossing (2012); Scream Park (2012); I Heart Monster Movies (2012); Wrong Turn 5: Bloodlines (2012); Shame the Devil (2013); Smoke and Mirrors: The Story of Tom Savini (2015); Leviathan: The Story of Hellraiser and Hellbound: Hellraiser II (2015); Hellraiser: Evolutions (2015); In Search of Darkness (2019); In Search of Darkness: Part II (2020)
105517,Doug Burch,13,5.44,2007-2020,Family,Family,Adventure,Drama,666: The Beast (2007); The Secret Life of Bees (2008); 12 Rounds (2009); Finding Dory (2016); Sing (2016); Elvis Lives! (2016); Massacre on Aisle 12 (2016); Cars 3 (2017); The Grinch (2018); Jurassic Galaxy (2018); Hornet (2018); Zoetic (2019); Doug (2020)
105560,Doug Durdle,56,3.12,2002-2018,Action,Action,Drama,Documentary,"ROH: Road to the Title (2002); ROH Crowning a Champion (2002); ROH: Glory By Honor (2002); ROH: All Star Extravaganza (2002); ROH: Retribution - Round Robin Challenge II (2003); ROH: Death Before Dishonor (2003); ROH: Night of Champions (2003); ROH: Glory By Honor III (2004); ROH: Death Before Dishonor 2 - Part Two (2004); ROH: Death Before Dishonor 2 - Part One (2004); ROH: Reborn - Completion (2004); ROH: 2nd Anniversary (2004); ROH: Scramble Cage Melee (2004); ROH: The Final Showdown (2005); ROH: Frontiers of Honor II (2006); ROH: Anarchy In The U.K. (2006); ROH: Unified (2006); PWG: 2007 Battle of Los Angeles - Night Three (2007); PWG: 2007 Battle of Los Angeles - Night One (2007); TNA Turning Point 2008 (2008); TNA Victory Road 2008 (2008); TNA Victory Road 2009 (2009); TNA Hard Justice 2009 (2009); TNA No Surrender 2009 (2009); TNA Turning Point 2009 (2009); TNA Bound For Glory 2009 (2009); TNA Final Resolution 2009 (2009); TNA Sacrifice 2009 (2009); TNA Destination X 2010 (2010); TNA No Surrender 2010 (2010); TNA Bound For Glory 2010 (2010); TNA Genesis 2010 (2010); TNA Sacrifice 2010 (2010); TNA Slammiversary VIII (2010); TNA Victory Road 2010 (2010); TNA Final Resolution 2010 (2010); TNA Turning Point 2010 (2010); TNA Genesis 2011 (2011); TNA Slammiversary IX (2011); TNA Lockdown 2011 (2011); TNA Destination X 2012 (2012); ROH: Year One (2012); ROH: Year Three (2013); ROH: Top 100 Matches, Vol 1 (2013); PROGRESS Chapter 9: Hold Me, Thrill Me, Kick Me, Kill Me (2013); PROGRESS Chapter 8: The Big Boy's Guide To Strong Style (2013); TNA One Night Only: Joker's Wild 2013 (2013); TNA One Night Only: Tag Team Tournament 2014 (2014); Supermen: A Story of British Wrestlers (2014); RPW: At Our Best 2015 (2015); RevPro High Stakes 2016 (2016); PROGRESS Chapter 76: Hello Wembley (2018); PROGRESS Chapter 75: These Violent Delights Have Violent Ends (2018); PROGRESS Chapter 72: Got Got Need (2018); PROGRESS Chapter 68: Super Strong Style 16 - Day 1 (2018); Defiant Wrestling: No Regrets 2018 (2018)"
105601,Doug Haley,13,5.5,2011-2019,Comedy,Comedy,Drama,Science Fiction,Born to Race (2011); The Spectacular Now (2013); Hansel and Gretel Get Baked (2013); Abducted (2013); Starving in Suburbia (2014); Dirty Lies (2016); Hot Bot (2016); A Housekeeper's Revenge (2016); The Man from Earth: Holocene (2017); The Babysitter (2017); Andover (2018); American Exit (2019); 1st Born (2019)
