Id,Label,movie_count,avg_vote_average,years_active,top_genre,genre_1,genre_2,genre_3,movie_list
353266,Sterling Jerins,12,6.88,2013-2018,Drama,Drama,Horror,Thriller,World War Z (2013); The Conjuring (2013); And So It Goes (2014); Lullaby (2014); 5 Flights Up (2014); Dark Places (2015); No Escape (2015); Butterflies of Bill Baker (2015); The Conjuring 2 (2016); Paterson (2016); Daisy Winters (2017); Boarding School (2018)
353268,Sterling K. Brown,21,6.14,2002-2020,Drama,Drama,Comedy,Thriller,Brown Sugar (2002); Stay (2005); Trust the Man (2005); Righteous Kill (2008); Our Idiot Brother (2011); The Suspect (2013); Galyntine (2014); Whiskey Tango Foxtrot (2016); Spaceman (2016); Mojave (2016); Marshall (2017); Black Panther (2018); Hotel Artemis (2018); The Predator (2018); Frozen II (2019); One Day at Disney (2019); The Angry Birds Movie 2 (2019); Waves (2019); The Lonely Island Presents: The Unauthorized Bash Brothers Experience (2019); Sesame Street's 50th Anniversary Celebration (2019); The Rhythm Section (2020)
353280,Sterling Sulieman,10,3.87,2008-2020,Drama,Drama,Romance,Comedy,"iBanker (2008); Limelight (2009); In Time (2011); The Funhouse Massacre (2015); The Christmas Gift (2015); Dream Girl (2016); First Comes Like (2016); Scales (2017); ""IT"" the Musical (2019); All About Sex (2020)"
353310,Steve Adams,15,5.18,2000-2009,Drama,Drama,Thriller,TV Movie,Race Against Time (2000); Chasing Holden (2001); No Ordinary Baby (2001); Confessions of a Dangerous Mind (2002); Savage Messiah (2002); Scent of Danger (2002); Aftermath (2002); Student Seduction (2003); Rudy: The Rudy Giuliani Story (2003); Wall of Secrets (2003); The Blue Butterfly (2004); Hollywoodland (2006); Dead Silence (2007); The Rocker (2008); Pitch (2009)
353311,Steve Agee,32,5.55,2005-2020,Comedy,Comedy,Horror,Drama,Sarah Silverman: Jesus Is Magic (2005); The Comedians of Comedy: Live at The Troubadour (2007); Super (2010); Held Up (2010); God Bless America (2012); Hit & Run (2012); Dealin' with Idiots (2013); Sarah Silverman: We Are Miracles (2013); The Insomniac (2013); Tiny Detectives (2014); Manly (2014); Dark Was the Night (2014); Harmontown (2014); Me (2014); The Hive (2015); Twelve Forever (2015); No Way Jose (2015); Dementia (2015); Bummed (2015); Digging Up the Marrow (2015); Amigo Undead (2015); Rebirth (2016); Garfunkel and Oates: Trying to be Special (2016); Heartland (2016); Mr. Neighbor's House (2016); Guardians of the Galaxy Vol. 2 (2017); Different Flowers (2017); Five Minutes (2017); Brightburn (2019); Boy Band (2019); Have a Good Trip: Adventures in Psychedelics (2020); Seek (2020)
353322,Steve Allen,10,5.95,2000-2015,Documentary,Documentary,Music,TV Movie,On and Off the Res' with Charlie Hill (2000); Nobody's Perfect: The Making of Some Like It Hot (2001); The Adventures of Errol Flynn (2005); Pioneers of Primetime (2005); Elvis: #1 Hit Performances (2007); Tasmanian Devil: The Fast and Furious Life of Errol Flynn (2007); Elvis: The King of Rock 'n' Roll (2007); 2Everything2Terrible2: Tokyo Drift (2010); Erroll Garner: No One Can Hear You Read (2013); Tab Hunter Confidential (2015)
353349,Steve Austin,121,7.1,2000-2020,Action,Action,Drama,Documentary,"WWE Backlash 2000 (2000); WWE No Mercy 2000 (2000); WWE Survivor Series 2000 (2000); WWE Rebellion 2000 (2000); WWE Armageddon 2000 (2000); WWE Rebellion 2001 (2001); WWE SummerSlam 2001 (2001); WWE InVasion (2001); WWE King of the Ring 2001 (2001); WWE Royal Rumble 2001 (2001); WWE Insurrextion 2001 (2001); WWE Vengeance 2001 (2001); WWE Backlash 2001 (2001); WWE No Way Out 2001 (2001); WWE WrestleMania X-Seven (2001); WWE Judgment Day 2001 (2001); WWE Unforgiven 2001 (2001); WWE No Mercy 2001 (2001); WWF: Undertaker - This Is My Yard (2001); WWF: Best of Raw - Vol. 1&2 (2001); WWF Action! (2001); WWF: Mick Foley - Hard Knocks & Cheap Pops (2001); WWE Survivor Series 2001 (2001); MTV’s Behind WWF Tough Enough (2002); WWE Wrestlemania X8 (2002); WWE No Way Out 2002 (2002); WWE Backlash 2002 (2002); WWF: Funniest Moments (2002); WWF: Stone Cold Steve Austin: What? (2002); WWE: Triple H - That Damn Good (2002); WWE Insurrextion 2002 (2002); WWE Judgment Day 2002 (2002); WWE Royal Rumble 2002 (2002); The Rock - Just Bring It! (2002); WWE: Bloodbath - Wrestling's Most Incredible Steel Cage Matches (2003); Trish Stratus: 100% Stratusfaction (2003); WWE No Way Out 2003 (2003); WWE Insurrextion 2003 (2003); WWE Survivor Series 2003 (2003); WWE SummerSlam 2003 (2003); WWE Wrestlemania XIX (2003); WWE WrestleMania XX (2004); WWE Royal Rumble 2004 (2004); WWE: The Rise + Fall of ECW (2004); WWE: Mick Foley's Greatest Hits & Misses - A Life in Wrestling (2004); Hard Knocks : The Chris Benoit Story (2004); The Monday Night War - WWE Raw vs. WCW Nitro (2004); The Stone Cold Truth (2004); WWE: The Best of the Intercontinental Championship (2005); The Longest Yard (2005); The Greatest Wrestling Stars of the '80s (2005); WWE: Bret 'Hitman' Hart - The Best There Is, The Best There Was, The Best There Ever Will Be (2005); WWE WrestleMania 21 (2005); WWE: McMahon (2006); Brian Pillman - Loose Cannon (2006); WWE SummerSlam 2007 (2007); The Condemned (2007); WWE: The Best of Raw 15th Anniversary (2007); WWE Cyber Sunday 2007 (2007); WWE WrestleMania 23 (2007); Gentleman's Choice: The Tragic Story of Gentleman Chris Adams (2008); WWE: Hell in a Cell - The Greatest Hell in a Cell Matches of All Time (2008); WWE: The History Of The Intercontinental Championship (2008); WWE Cyber Sunday 2008 (2008); WWE: Greatest Wrestling Stars of the '90s (2009); Damage (2009); Hart & Soul - The Hart Family Anthology (2010); The Expendables (2010); Hunt to Kill (2010); The Stranger (2010); WWE: The Undertaker's Deadliest Matches (2010); Breaking the Code: Behind the Walls of Chris Jericho (2010); Inferno: The Making of 'The Expendables' (2010); WWE: OMG! The Top 50 Incidents in WWE History (2011); Tactical Force (2011); WWE: The Big Show - A Giant's World (2011); The Ladder Match 2: Crash & Burn (2011); The Greatest Superstars of the 21st Century (2011); Stone Cold Steve Austin: The Bottom Line on the Most Popular Superstar of All Time (2011); Knockout (2011); WWE WrestleMania XXVII (2011); The Epic Journey of Dwayne ""The Rock"" Johnson (2012); WWE: The Attitude Era (2012); WWE: Starrcade - The Essential Collection (2012); WWE: The Best of SmackDown - 10th Anniversary, 1999-2009 (2012); The 50 Greatest Finishing Moves in WWE History (2012); Maximum Conviction (2012); WWE Tagged Classics: Austin 3:16 Uncensored / Three Faces Of Foley / Chris Jericho: Break Down The Walls / Kurt Angle: Its True (2012); Recoil (2012); WWE: The Top 25 Rivalries in Wrestling History (2013); WWE: Triple H: Thy Kingdom Come (2013); The History of WWE: 50 Years of Sports Entertainment (2013); WWE Royal Rumble 2013 (2013); Grown Ups 2 (2013); WWE: Best of WWE at Madison Square Garden (2013); The Package (2013); WCW War Games: WCW's Most Notorious Matches (2013); WWE WrestleMania XXX (2014); WWE: The Best of Raw - After the Show (2014); Daniel Bryan: Journey to WrestleMania 30 (2014); WWE Tribute to the Troops 2014 (2014); WWE: The Best of Sting (2014); WWE: Attitude Era: Vol. 2 (2014); Brock Lesnar: Best of the Beast (2014); WWE: Monday Night War Vol. 1: Shots Fired (2015); Sting: Into the Light (2015); CT Fletcher: My Magnificent Obsession (2015); Chain of Command (2015); The Resurrection of Jake The Snake (2015); Smosh: The Movie (2015); Owen: Hart of Gold (2015); WWE: Attitude Era: Vol. 3 Unreleased (2016); WWE 24: Wrestlemania Dallas (2016); WWE WrestleMania 32 (2016); WWE Royal Rumble 2017 (2017); WWE: WrestleMania Monday (2017); WWE: Best of the 2000's (2017); Finding Eden (2017); Wrestlemania's Greatest Moments (2018); Shawn Michaels - The Showstopper Unreleased (2018); DDP: Relentless (2020)"
353355,Steve Bacic,40,5.74,2000-2020,TV Movie,TV Movie,Drama,Action,The 6th Day (2000); Quarantine (2000); L.A.P.D.: To Protect And To Serve (2001); Ballistic: Ecks vs. Sever (2002); Deception (2003); Threshold (2003); X2 (2003); Encrypt (2003); The Colt (2005); Haeckel's Tale (2006); John Tucker Must Die (2006); Afghan Knights (2007); Battlestar Galactica: Razor (2007); Good Luck Chuck (2007); Odysseus & the Isle of Mists (2008); Stargate: Continuum (2008); Tactical Force (2011); Ghost Storm (2012); Vengeance is Mine (2012); Suddenly (2013); 5 Souls (2013); A Haunting at Silver Falls (2013); The Marine 3: Homefront (2013); Nearlyweds (2013); Garage Sale Mystery: The Wedding Dress (2015); Blackway (2015); The Bridge (2015); The Bridge Part 2 (2016); A Christmas to Remember (2016); Garage Sale Mystery: A Case Of Murder (2017); Garage Sale Mystery: Murder By Text (2017); Garage Sale Mystery: The Beach Murder (2017); Killing Gunther (2017); Wonder (2017); Cold Zone (2017); Garage Sale Mysteries: The Pandora's Box Murders (2018); Garage Sale Mysteries: The Mask Murder (2018); Once Upon a Christmas Miracle (2018); Mystery 101: An Education in Murder (2020); 2 Hearts (2020)
353369,Steve Bannon,11,5.59,2010-2020,Documentary,Documentary,History,TV Movie,Battle For America (2010); Hating Breitbart (2012); Get Me Roger Stone (2017); American Carnage (2017); Fahrenheit 11/9 (2018); Is Trump for Real? (2018); American Dharma (2019); The Brink (2019); Soros (2019); Viral: Antisemitism in Four Mutations (2020); The Choice 2020: Trump vs. Biden (2020)
353370,Steve Bannos,19,6.25,2004-2018,Comedy,Comedy,Action,Crime,"Wake Up, Ron Burgundy: The Lost Movie (2004); The 40 Year Old Virgin (2005); Unaccompanied Minors (2006); Walk Hard: The Dewey Cox Story (2007); Ned's Declassified School Survival Guide: Field Trips, Permission Slips, Signs, and Weasels (2007); Superbad (2007); Pineapple Express (2008); Semi-Pro (2008); Drillbit Taylor (2008); Funny People (2009); Cryptic (2009); Bridesmaids (2011); The Heat (2013); Alexander and the Terrible, Horrible, No Good, Very Bad Day (2014); Spy (2015); Why Him? (2016); Ghostbusters (2016); Actors Anonymous (2017); Freaks and Geeks: The Documentary (2018)"
353427,Steve Blackman,15,6.27,2000-2017,Action,Action,Drama,Romance,"WWE WrestleMania 2000 (2000); WWE Royal Rumble 2000 (2000); WWE Unforgiven 2000 (2000); WWE SummerSlam 2000 (2000); WWE Survivor Series 2000 (2000); WWE Rebellion 2000 (2000); WWE Royal Rumble 2001 (2001); WWE No Way Out 2001 (2001); WWE WrestleMania X-Seven (2001); WWE Hardcore (2001); Weekend (2011); WWE: The Best of SmackDown - 10th Anniversary, 1999-2009 (2012); Gary the Rapper vs Stefan Blix (2014); The History of The WWE Hardcore Championship (2016); Whiskers and Jane (2017)"
353434,Steve Blum,51,6.27,2000-2020,Animation,Animation,Action,Science Fiction,The Intruder (2000); Digimon: The Movie (2000); Lilo & Stitch (2002); What the #$*! Do We (K)now!? (2004); Thru the Moebius Strip (2005); My Life as a Teenage Robot: Escape from Cluster Prime (2005); Ultimate Avengers: The Movie (2006); Ben 10: Secret of the Omnitrix (2007); Hijacked (2007); Survival Skills (2008); Afro Samurai: Resurrection (2009); Hulk vs. Wolverine (2009); G.I. Joe: Resolute (2009); Hulk Vs. (2009); Wolverine and the X-Men: Fate of the Future (2010); Scott Pilgrim vs. the Animation (2010); DC Showcase: Green Arrow (2010); Dante's Inferno: An Animated Epic (2010); Batman: Year One (2011); All Star Superman (2011); Green Lantern: Emerald Knights (2011); Scooby-Doo! and the Sea Monsters (2012); Ben 10: Destroy All Aliens (2012); Rocket Dog (2013); Scooby-Doo! and the Spooky Scarecrow (2013); Transformers Prime: Beast Hunters - Predacons Rising (2013); LEGO Batman: The Movie - DC Super Heroes Unite (2013); Justice League: The Flashpoint Paradox (2013); The Boxtrolls (2014); Apocalypse Kiss (2014); Justice League: War (2014); Star Wars Rebels: The Siege of Lothal (2015); Batman Unlimited: Monster Mayhem (2015); Regular Show: The Movie (2015); Marvel Super Hero Adventures: Frost Fight! (2015); Hotel Transylvania 2 (2015); Justice League: Throne of Atlantis (2015); Batman: Bad Blood (2016); Justice League vs. Teen Titans (2016); Scooby-Doo! and WWE: Curse of the Speed Demon (2016); Rogue One: A Star Wars Story (2016); Tangled: Before Ever After (2017); Dorothy's Christmas in Oz (2018); Incredibles 2 (2018); Bumblebee (2018); The Cleanse (2018); LEGO DC Batman: Family Matters (2019); Shazam! (2019); Mortal Kombat Legends: Scorpion's Revenge (2020); Critters Attack! (2020); LEGO Monkie Kid: A Hero Is Born (2020)
353446,Steve Borden,99,5.5,2000-2020,Action,Action,Documentary,Drama,WCW The Great American Bash 2000 (2000); WCW SuperBrawl 2000 (2000); WCW Slamboree 2000 (2000); WCW New Blood Rising (2000); WCW Fall Brawl 2000 (2000); WCW Halloween Havoc 2000 (2000); WCW Uncensored 2000 (2000); WCW Spring Stampede 2000 (2000); Ready to Rumble (2000); The Nightmare Room: Scareful What You Wish For (2001); Sting: Moment of Truth (2004); WWE: Mick Foley's Greatest Hits & Misses - A Life in Wrestling (2004); WWE: The Ultimate Ric Flair Collection (2004); The Monday Night War - WWE Raw vs. WCW Nitro (2004); TNA Victory Road 2006 (2006); TNA Turning Point 2006 (2006); TNA Genesis 2006 (2006); TNA Final Resolution 2006 (2006); TNA Bound for Glory 2006 (2006); TNA Lockdown 2006 (2006); TNA Sacrifice 2006 (2006); TNA Slammiversary 2006 (2006); TNA Lockdown 2007 (2007); TNA Hard Justice 2007 (2007); TNA Wrestling: Bound for Glory (2007); TNA Final Resolution 2007 (2007); TNA Sacrifice 2007 (2007); TNA Against All Odds 2007 (2007); TNA No Surrender 2007 (2007); TNA Genesis 2007 (2007); TNA Victory Road 2007 (2007); TNA Wrestling: Christian Cage - The Instant Classic (2007); TNA Lockdown 2008 (2008); Nature Boy Ric Flair - The Definitive Collection (2008); TNA Hard Justice 2008 (2008); TNA Final Resolution December 2008 (2008); TNA Turning Point 2008 (2008); TNA Bound for Glory IV (2008); WWE: Allied Powers - The World's Greatest Tag Teams (2009); The History of the World Heavyweight Championship (2009); The Rise & Fall of WCW (2009); TNA Lockdown 2009 (2009); TNA Bound For Glory 2009 (2009); TNA Sacrifice 2009 (2009); TNA No Surrender 2009 (2009); TNA Slammiversary 2009 (2009); TNA Victory Road 2009 (2009); TNA Hard Justice 2009 (2009); TNA Destination X 2009 (2009); WWE: Greatest Wrestling Stars of the '90s (2009); TNA Against All Odds 2009 (2009); TNA Genesis 2009 (2009); TNA Sacrifice 2010 (2010); TNA Slammiversary VIII (2010); The Encounter (2010); TNA Lockdown 2010 (2010); Wrestling's Highest Flyers (2010); TNA Bound For Glory 2010 (2010); TNA No Surrender 2010 (2010); TNA Victory Road 2011 (2011); TNA Lockdown 2011 (2011); TNA Slammiversary IX (2011); TNA Final Resolution 2011 (2011); TNA No Surrender 2011 (2011); TNA Bound for Glory 2011 (2011); Stone Cold Steve Austin: The Bottom Line on the Most Popular Superstar of All Time (2011); TNA Hardcore Justice 2011 (2011); WWE: The Big Show - A Giant's World (2011); The Very Best of WCW Monday Nitro Vol.1 (2011); WWE: Starrcade - The Essential Collection (2012); TNA Slammiversary 2012 (2012); The 50 Greatest Finishing Moves in WWE History (2012); TNA Bound for Glory 2012 (2012); TNA Victory Road 2012 (2012); TNA Hardcore Justice 2013 (2013); TNA One Night Only: Tournament of Champions 2013 (2013); TNA Genesis 2013 (2013); TNA Lockdown 2013 (2013); For All Mankind - The Life and Career of Mick Foley (2013); Revelation Road: The Beginning of the End (2013); WCW War Games: WCW's Most Notorious Matches (2013); Revelation Road 2: The Sea of Glass and Fire (2013); WWE: Goldberg - The Ultimate Collection (2013); TNA Bound for Glory 2013 (2013); Legends of Mid-South Wrestling (2013); TNA Slammiversary XI (2013); TNA Genesis 2014 (2014); Warrior's Greatest Matches (2014); WWE Survivor Series 2014 (2014); WWE: Macho Man - The Randy Savage Story (2014); RevPro High Stakes 2014 (2014); WWE: The Best of Sting (2014); WWE Fastlane 2015 (2015); WWE: Monday Night War Vol. 1: Shots Fired (2015); WWE Night of Champions 2015 (2015); Sting: Into the Light (2015); WWE WrestleMania 31 (2015); Nature Boy (2017); AEW Winter is Coming (2020)
353476,Steve Brown,20,2.76,2004-2020,Horror,Horror,Action,Drama,The Stepford Wives (2004); Glenville: Hell's Homecoming (2005); Aftermath (2005); Harry Hill: The Way it Is - The Making of 'Hooves' (2005); Harry Hill: in 'Hooves' (2005); Head Case (2007); The Singles 2nd Ward (2007); Warriors of the Apocalypse (2009); The Ritual (2009); Wendigo: Bound by Blood (2010); Post-Mortem (2010); The Butler Did It (2011); Bridal Party Massacre (2011); Ninja: Prophecy of Death (2011); Jersey Justice (2014); Blood Mercury (2014); Angel of Reckoning (2016); Challenge of Five Gauntlets (2018); The God Cafe (2019); My Heart Can't Beat Unless You Tell It To (2020)
353479,Steve Brudniak,10,2.0,2001-2020,Drama,Drama,Horror,Comedy,Waking Life (2001); Linklater: St. Richard of Austin (2004); Moments the Go (2014); Psychotropical (2016); Promises (2017); Clamps (2018); Bunny & Non-Bunnyness (2018); Comfort (2018); Red 11 (2019); The Pizzagate Massacre (2020)
353500,Steve Buscemi,85,5.74,2000-2020,Comedy,Comedy,Drama,Documentary,"Divine Trash (2000); 28 Days (2000); Animal Factory (2000); Monsters, Inc. (2001); The Concert for New York City (2001); Ghost World (2001); Final Fantasy: The Spirits Within (2001); The Grey Zone (2001); Double Whammy (2001); Domestic Disturbance (2001); 13 Moons (2002); Paul McCartney: Back in the U.S. (2002); The Laramie Project (2002); 9/11 (2002); Love in the Time of Money (2002); Spy Kids 2: The Island of Lost Dreams (2002); Mr. Deeds (2002); Spy Kids 3-D: Game Over (2003); Minnesota Nice (2003); Big Fish (2003); On the Set: Elaine’s (2004); Home on the Range (2004); Coffee and Cigarettes (2004); Excavating Taylor Mead (2005); Nobody Wants Your Film (2005); Romance & Cigarettes (2005); Champion (2005); The Island (2005); Symbiopsychotaxiplasm: Take 2½ (2005); Edge of Outside (2006); Charlotte's Web (2006); Dust to Dust: The Health Effects of 9/11 (2006); ...So Goes the Nation (2006); Art School Confidential (2006); Monster House (2006); Paris Je T'aime (2006); Joe Strummer: The Future Is Unwritten (2007); I Think I Love My Wife (2007); I Now Pronounce You Chuck & Larry (2007); Delirious (2007); Interview (2007); Igor (2008); I'm Dirty! (2008); Handsome Harry (2009); G-Force (2009); Youth in Revolt (2009); Rage (2009); I Knew It Was You: Rediscovering John Cazale (2009); The Messenger (2009); The Chosen One (2010); Pete Smalls Is Dead (2010); Grown Ups (2010); Saint John of Las Vegas (2010); Rampart (2011); Fight for Your Right Revisited (2011); Blank City (2011); On the Road (2012); 12-12-12 | The Concert for Sandy Relief (2012); Hotel Transylvania (2012); Monsters University (2013); Grown Ups 2 (2013); James Gandolfini: Tribute to a Friend (2013); The Incredible Burt Wonderstone (2013); A Good Job: Stories of the FDNY (2014); The Celery Incident (2014); The Final Shot: A Farewell to Boardwalk Empire (2014); My Depression (The Up and Down and Up of It) (2014); The Cobbler (2014); The Ridiculous 6 (2015); Hotel Transylvania 2 (2015); Time Out of Mind (2015); Norman: The Moderate Rise and Tragic Fall of a New York Fixer (2016); Tony Bennett Celebrates 90 (2016); Night of Too Many Stars: America Unites for Autism Programs (2017); Transformers: The Last Knight (2017); The Boss Baby (2017); The Death of Stalin (2017); The Week Of (2018); Lean on Pete (2018); Hotel Transylvania 3: Summer Vacation (2018); Nancy (2018); The Dead Don't Die (2019); The King of Staten Island (2020); Hubie Halloween (2020); Beastie Boys Story (2020)"
353524,Steve Carell,47,6.18,2003-2020,Comedy,Comedy,Drama,Family,"Bruce Almighty (2003); Wake Up, Ron Burgundy: The Lost Movie (2004); Melinda and Melinda (2004); Anchorman: The Legend of Ron Burgundy (2004); Sleepover (2004); Bewitched (2005); The 40 Year Old Virgin (2005); Over the Hedge (2006); Hammy's Boomerang Adventure (2006); Little Miss Sunshine (2006); Dan in Real Life (2007); Knocked Up (2007); Evan Almighty (2007); Stories USA (2007); Horton Hears a Who! (2008); Get Smart (2008); We Are One: The Obama Inaugural Celebration at the Lincoln Memorial (2009); Date Night (2010); Dinner for Schmucks (2010); Despicable Me (2010); Crazy, Stupid, Love. (2011); The Office: Secret Santa Pack (2012); Despicable Me: Minion Mayhem (2012); Hope Springs (2012); Seeking a Friend for the End of the World (2012); Despicable Me 2 (2013); Anchorman 2: The Legend Continues (2013); The Incredible Burt Wonderstone (2013); The Way Way Back (2013); Panic in the Mailroom (2013); Training Wheels (2013); Foxcatcher (2014); Alexander and the Terrible, Horrible, No Good, Very Bad Day (2014); The Big Short (2015); Minions (2015); Freeheld (2015); Café Society (2016); Despicable Me 3 (2017); Battle of the Sexes (2017); Last Flag Flying (2017); Too Funny to Fail: The Life & Death of The Dana Carvey Show (2017); Night of Too Many Stars: America Unites for Autism Programs (2017); Welcome to Marwen (2018); Vice (2018); Beautiful Boy (2018); Illumination Presents: 10 Minion Mini-Movies (2019); Irresistible (2020)"
353557,Steve Christopher,11,2.47,2007-2020,Horror,Horror,Thriller,Comedy,Mil Mascaras vs. the Aztec Mummy (2007); Keith Parker's Shadow People (2008); The Telling (2009); Return to the Hiding Place (2011); Night Club (2011); Beyond the Basement Door (2013); The Throbbit (2015); Panteon Woods (2015); College Debts (2015); Freight Train: Slayer of Innocence (2017); 13 Slays Till X-Mas (2020)
353583,Steve Coogan,79,5.46,2001-2020,Comedy,Comedy,Drama,Documentary,Combat Sheep (2001); Marion and Geoff: A Small Summer Party (2001); The Parole Officer (2001); That Tony Wilson (2002); 24 Hour Party People (2002); Robbie the Reindeer: Legend of the Lost Tribe (2002); Cruise of the Gods (2002); Appointment with Dr. Terrible (2003); Coogan's Runner (2003); The Private Life of Samuel Pepys (2003); Anglian Lives: Alan Partridge (2003); Coffee and Cigarettes (2004); Around the World in 80 Days (2004); Ella Enchanted (2004); A Cock and Bull Story (2005); Happy Endings (2005); Alan Partridge Presents: The Cream of British Comedy (2005); Marie Antoinette (2006); Night at the Museum (2006); When Comedy Changed Forever (2006); The Alibi (2006); For the Love of God (2007); Hot Fuzz (2007); The Making of Marie Antoinette (2007); Finding Amanda (2008); The Mighty Boosh: A Journey Through Time and Space (2008); Hamlet 2 (2008); Rain of Madness (2008); Tales of the Riverbank (2008); Tropic Thunder (2008); Night at the Museum: Battle of the Smithsonian (2009); Believe: The Eddie Izzard Story (2009); In the Loop (2009); Steve Coogan: The Inside Story (2009); What Goes Up (2009); Marmaduke (2010); Whatever Happened to Spitting Image? (2010); Monty Python: Almost the Truth  (The Lawyer's Cut) - Theatrical Release (2010); I'm Still Here (2010); Percy Jackson & the Olympians: The Lightning Thief (2010); The Other Guys (2010); Darkwood Manor (2011); The Trip (2011); Our Idiot Brother (2011); Ruby Sparks (2012); Alan Partridge on Open Books with Martin Bryce (2012); Alan Partridge: Welcome to the Places of My Life (2012); Uncle Wormsley's Christmas (2012); Evidently... John Cooper Clarke (2012); Alan Partridge: Alpha Papa (2013); The Look of Love (2013); What Maisie Knew (2013); Despicable Me 2 (2013); Philomena (2013); Northern Soul (2014); Night at the Museum: Secret of the Tomb (2014); The Trip to Italy (2014); The Kate Bush Story: Running Up That Hill (2014); Minions (2015); Misery Loves Comedy (2015); Rules Don't Apply (2016); British Sitcom: 60 Years of Laughing at Ourselves (2016); Mindhorn (2016); The Secret Life of Pets (2016); Alan Partridge's Scissored Isle (2016); Despicable Me 3 (2017); The Dinner (2017); The Trip to Spain (2017); Shepherds and Butchers (2017); Dying Laughing (2017); Irreplaceable You (2018); Holmes & Watson (2018); Stan & Ollie (2018); Ideal Home (2018); Hot Air (2018); Greed (2019); The Professor and the Madman (2019); The Trip to Greece (2020); Peter Sellers: A State of Comic Ecstasy (2020)
353590,Steve Corino,76,2.04,2000-2017,Action,Action,Documentary,Drama,"ECW Fan Cam: January 27, 2000 (2000); ECW Fan Cam: April 13, 2000 (2000); ECW Fan Cam: June 3, 2000 (2000); ECW Fan Cam: August 25, 2000 (2000); ECW Fan Cam: September 9, 2000 (2000); ECW Fan Cam: November 10, 2000 (2000); ECW Fan Cam: December 15, 2000 (2000); ECW November to Remember 2000 (2000); ECW Fan Cam: November 11, 2000 (2000); ECW Living Dangerously 2000 (2000); ECW Guilty as Charged 2000 (2000); ECW Anarchy Rulz 2000 (2000); ECW Hardcore Heaven 2000 (2000); ECW Heat Wave 2000 (2000); ECW Massacre on 34th Street (2000); ECW Guilty as Charged 2001 (2001); ROH: Glory By Honor (2002); ROH Final Battle 2002 (2002); ROH: All Star Extravaganza (2002); ROH: Bitter Friends, Stiffer Enemies (2003); ROH: War of The Wire (2003); ROH: Glory By Honor II (2003); ROH: One Year Anniversary Show (2003); ROH: Empire State Showdown (2003); ROH: Main Event Spectacles (2003); ROH: The Conclusion (2003); PWG: Rocktoberfest (2004); ROH Final Battle 2004 (2004); ROH: Enter The Dragon (2005); ROH: Buffalo Stampede (2005); ROH: Steel Cage Warfare (2005); ROH Final Battle 2005 (2005); ROH: Honor Reclaims Boston (2006); The American Dream: The Dusty Rhodes Story (2006); ROH: Fight of The Century (2006); ROH: Suffocation (2006); ROH: Irresistible Forces (2006); ROH: The Bitter End (2006); OMEGA: Uncommon Passion (2008); ROH: From The Ashes (2010); ROH: Glory By Honor IX (2010); ROH: Bitter Friends, Stiffer Enemies II (2010); ROH: Fate of An Angel II (2010); ROH: Champions Challenge (2010); ROH: Death Before Dishonor VIII (2010); ROH: Buffalo Stampede II (2010); ROH: 8th Anniversary (2010); ROH: Gateway To Honor (2011); ROH: Survival of The Fittest 2011 (2011); ROH: Year One (2012); ROH Final Battle 2012 - Doomsday (2012); No Clowning Around (2012); ROH: Year Two (2012); ROH: Ring of Hardcore (2012); ROH: Glory By Honor XI (2012); ROH: Supercard of Honor VII (2013); ROH: Honor In The Heart of Texas (2013); ROH: 11th Anniversary (2013); ROH: Top 100 Matches, Vol 2 (2013); ROH: Top 100 Matches, Vol 1 (2013); ROH: ROH vs SCUM (2013); ROH: Honor Vs. Evil (2013); ROH: Thanks Steen Thanks (2014); ROH: All Star Extravaganza VI (2014); ROH: Creating Excellence (2014); ROH: Best In The World (2014); ROH & NJPW: War of the Worlds (2014); ROH: Year Four (2014); ROH & NJPW: War of the Worlds - Night 2 (2015); ROH & NJPW: War of the Worlds - Night 1 (2015); ECW - Unreleased Vol. 3 (2015); ROH: 13th Anniversary (2015); The Journey (2015); ROH: Best In The World (2016); The Funks (2016); Fight Owens Fight: The Kevin Owens Story (2017)"
353597,Steve Coulter,43,6.18,2000-2020,Drama,Drama,Thriller,Comedy,The Runaway (2000); Boycott (2001); Madea's Family Reunion (2006); Mr. Brooks (2007); Daddy's Little Girls (2007); 5-25-77 (2008); Ditching Party (2010); Firelight (2012); Flight (2012); Arthur Newman (2012); What to Expect When You're Expecting (2012); The Hunger Games (2012); After (2012); Anchorman 2: The Legend Continues (2013); A.C.O.D. (2013); The Conjuring (2013); Insidious: Chapter 2 (2013); Kill the Messenger (2014); Taken 3 (2014); Goodbye to All That (2014); Ashby (2015); Extraction (2015); Insidious: Chapter 3 (2015); Furious 7 (2015); Beautiful Brooke (2016); The Conjuring 2 (2016); The Birth of a Nation (2016); The Founder (2016); Hangman (2017); Abundant Acreage Available (2017); Shock and Awe (2017); The Wizard of Lies (2017); Sleepless (2017); Paterno (2018); The Front Runner (2018); Harry & Meghan: A Royal Romance (2018); First Man (2018); Annabelle Comes Home (2019); Just Mercy (2019); Starting Up Love (2019); Rest Stop. (2019); The Hunt (2020); Mile High Escorts (2020)
