Source,Target,Type,Weight
303749,336263,Undirected,2
180333,235316,Undirected,2
213377,282134,Undirected,2
4482,61322,Undirected,2
4482,76170,Undirected,2
4482,113836,Undirected,2
4482,130016,Undirected,2
4482,266678,Undirected,3
61322,76170,Undirected,2
61322,113836,Undirected,2
61322,130016,Undirected,2
61322,266678,Undirected,2
76170,113836,Undirected,2
76170,130016,Undirected,2
76170,266678,Undirected,2
113836,130016,Undirected,2
113836,266678,Undirected,2
130016,266678,Undirected,2
144029,301299,Undirected,2
9504,114326,Undirected,2
9504,146503,Undirected,2
9504,146510,Undirected,2
9504,160587,Undirected,3
9504,267148,Undirected,3
9504,321796,Undirected,2
9504,359020,Undirected,2
146503,160587,Undirected,2
146503,267148,Undirected,2
146510,160587,Undirected,2
146510,267148,Undirected,2
146510,321796,Undirected,4
146510,359020,Undirected,2
160587,267148,Undirected,2
160587,321796,Undirected,2
160587,359020,Undirected,2
267148,321796,Undirected,2
267148,359020,Undirected,2
321796,359020,Undirected,2
321796,368460,Undirected,2
54360,127498,Undirected,3
54360,134677,Undirected,2
54360,272560,Undirected,3
54360,358929,Undirected,5
127498,272560,Undirected,2
127498,358929,Undirected,4
134677,272560,Undirected,2
134677,358929,Undirected,2
178927,222948,Undirected,6
178927,263966,Undirected,3
222948,263966,Undirected,4
222948,271686,Undirected,2
222948,358929,Undirected,2
263966,271686,Undirected,2
263966,358929,Undirected,2
271686,358929,Undirected,3
272560,358929,Undirected,5
8028,188109,Undirected,3
8028,255296,Undirected,2
8028,318399,Undirected,2
8028,360673,Undirected,2
23547,264908,Undirected,2
23547,318399,Undirected,2
182609,318399,Undirected,10
255296,318399,Undirected,2
98330,183517,Undirected,2
312830,353158,Undirected,2
41960,266857,Undirected,2
41960,281400,Undirected,2
266857,281400,Undirected,2
121784,255743,Undirected,2
121784,284807,Undirected,3
121784,300096,Undirected,2
121784,330517,Undirected,2
121784,385880,Undirected,2
255743,284807,Undirected,2
255743,300096,Undirected,2
255743,330517,Undirected,2
255743,385880,Undirected,2
284807,300096,Undirected,2
284807,330517,Undirected,2
284807,385880,Undirected,2
300096,330517,Undirected,2
300096,385880,Undirected,2
330517,385880,Undirected,2
160972,336608,Undirected,2
24776,252152,Undirected,2
197163,309567,Undirected,2
252152,380196,Undirected,2
309567,380320,Undirected,2
4403,26123,Undirected,3
4403,180850,Undirected,2
70799,298710,Undirected,2
116854,241695,Undirected,2
160995,223313,Undirected,3
77950,168070,Undirected,2
77950,208542,Undirected,2
125707,278535,Undirected,2
3573,371359,Undirected,2
73200,203012,Undirected,2
21181,21494,Undirected,2
21181,95276,Undirected,2
21181,227785,Undirected,2
21181,321737,Undirected,2
21494,95276,Undirected,2
21494,227785,Undirected,2
21494,321737,Undirected,2
95276,227785,Undirected,2
95276,321737,Undirected,2
103324,264738,Undirected,2
227785,321737,Undirected,2
38943,269212,Undirected,3
68527,76034,Undirected,2
213622,250619,Undirected,2
250619,269212,Undirected,2
68494,301874,Undirected,2
68494,361672,Undirected,2
97433,160161,Undirected,11
97433,178615,Undirected,15
97433,185222,Undirected,6
97433,213958,Undirected,19
97433,301874,Undirected,8
97433,361672,Undirected,19
160161,178615,Undirected,3
160161,185222,Undirected,8
160161,213958,Undirected,8
160161,361672,Undirected,6
178615,185222,Undirected,2
178615,213958,Undirected,10
178615,301874,Undirected,2
178615,361672,Undirected,11
185222,213958,Undirected,18
185222,301874,Undirected,11
185222,334842,Undirected,2
185222,361672,Undirected,12
213958,301874,Undirected,11
213958,361672,Undirected,22
301874,361672,Undirected,11
121727,266705,Undirected,2
147289,373024,Undirected,2
373024,373435,Undirected,4
42242,140944,Undirected,2
67782,194637,Undirected,2
12156,28287,Undirected,2
12156,330102,Undirected,2
28287,330102,Undirected,3
101880,330102,Undirected,2
277149,329388,Undirected,3
277149,330102,Undirected,4
329388,330102,Undirected,3
42498,316834,Undirected,2
42498,338045,Undirected,2
59264,186764,Undirected,3
59264,188330,Undirected,2
142381,316834,Undirected,2
186764,316834,Undirected,3
32895,228571,Undirected,2
76387,116507,Undirected,2
76387,352493,Undirected,2
101145,125358,Undirected,2
184755,200994,Undirected,3
184755,231936,Undirected,2
184755,273323,Undirected,3
184755,301130,Undirected,2
200994,231936,Undirected,2
200994,301130,Undirected,2
231936,301130,Undirected,2
45771,352805,Undirected,2
104671,149588,Undirected,2
46281,185909,Undirected,2
130738,387141,Undirected,2
67782,279664,Undirected,4
103136,327015,Undirected,2
121670,249801,Undirected,2
121670,327005,Undirected,2
121670,327015,Undirected,2
156576,255296,Undirected,2
185501,187598,Undirected,2
7152,186078,Undirected,2
38842,91912,Undirected,2
38842,267231,Undirected,2
38842,346216,Undirected,2
28287,66178,Undirected,2
28287,88686,Undirected,4
28287,199651,Undirected,2
28287,298439,Undirected,4
28287,326052,Undirected,2
66178,88686,Undirected,4
66178,121784,Undirected,2
88686,269502,Undirected,2
199651,298439,Undirected,2
199651,326052,Undirected,3
298439,330102,Undirected,2
6400,153825,Undirected,2
25238,49588,Undirected,4
25238,302478,Undirected,2
25238,324383,Undirected,2
36504,373279,Undirected,2
49588,302478,Undirected,2
49588,324383,Undirected,2
110482,302478,Undirected,3
302478,324383,Undirected,2
4053,41642,Undirected,3
4053,134069,Undirected,2
41642,133498,Undirected,13
41642,134069,Undirected,19
41642,266315,Undirected,6
133498,134069,Undirected,20
133498,266315,Undirected,3
134069,266315,Undirected,6
256205,375962,Undirected,8
157015,295270,Undirected,2
295270,377287,Undirected,4
32781,79048,Undirected,2
32781,190214,Undirected,10
185046,281145,Undirected,4
194503,216869,Undirected,2
155600,230079,Undirected,2
230079,263998,Undirected,2
47375,161640,Undirected,2
47375,204901,Undirected,2
47375,293312,Undirected,2
47375,330692,Undirected,2
127183,161640,Undirected,2
127183,293312,Undirected,2
161640,204901,Undirected,3
161640,293312,Undirected,2
204901,214270,Undirected,3
204901,293312,Undirected,2
49522,203012,Undirected,2
50677,105631,Undirected,4
50677,171228,Undirected,3
50677,186078,Undirected,2
50677,323230,Undirected,3
50677,339420,Undirected,3
79048,186078,Undirected,2
105631,171228,Undirected,3
105631,186078,Undirected,3
105631,323230,Undirected,5
105631,326364,Undirected,2
105631,339420,Undirected,5
171228,186078,Undirected,2
171228,323230,Undirected,3
171228,339420,Undirected,3
186078,323230,Undirected,4
186078,326364,Undirected,2
186078,339420,Undirected,4
323230,326364,Undirected,2
323230,339420,Undirected,6
326364,339420,Undirected,2
1156,111537,Undirected,2
109345,111537,Undirected,2
109345,176389,Undirected,2
204008,326260,Undirected,2
56910,388077,Undirected,2
120444,261619,Undirected,2
120444,354244,Undirected,2
145427,264038,Undirected,2
145427,332704,Undirected,2
332704,388077,Undirected,2
95047,174272,Undirected,2
174272,252702,Undirected,2
174272,267148,Undirected,3
252702,267148,Undirected,2
94193,125707,Undirected,2
135874,346460,Undirected,2
161671,212853,Undirected,2
280650,326697,Undirected,2
65612,130738,Undirected,2
65612,183517,Undirected,2
130738,183517,Undirected,2
107799,276991,Undirected,2
38856,256916,Undirected,2
89681,134758,Undirected,2
39058,44541,Undirected,2
39058,208542,Undirected,2
39058,209728,Undirected,2
39058,235991,Undirected,2
39058,367782,Undirected,3
39058,382345,Undirected,2
39058,382448,Undirected,2
44541,208542,Undirected,2
44541,209728,Undirected,2
44541,235991,Undirected,2
44541,367782,Undirected,2
44541,382345,Undirected,2
44541,382448,Undirected,2
208542,209728,Undirected,2
208542,235991,Undirected,2
208542,382345,Undirected,2
208542,382448,Undirected,2
209728,235991,Undirected,2
209728,367782,Undirected,2
209728,382345,Undirected,2
209728,382448,Undirected,2
235991,367782,Undirected,2
235991,382345,Undirected,2
235991,382448,Undirected,2
367782,382345,Undirected,2
367782,382448,Undirected,2
382345,382448,Undirected,4
49827,293638,Undirected,2
92164,96909,Undirected,2
92164,364066,Undirected,2
4320,30230,Undirected,2
153825,293979,Undirected,2
185645,293979,Undirected,2
210338,213116,Undirected,2
210338,322503,Undirected,2
213116,322503,Undirected,2
53084,241783,Undirected,2
53084,253350,Undirected,2
76034,390775,Undirected,2
200620,214262,Undirected,6
214262,369216,Undirected,2
71520,76089,Undirected,2
71520,317524,Undirected,2
76089,317524,Undirected,2
168496,203246,Undirected,3
77551,118255,Undirected,2
77551,162058,Undirected,2
77551,269044,Undirected,3
77551,272412,Undirected,3
118255,162058,Undirected,2
118255,269044,Undirected,2
118255,272412,Undirected,2
162058,269044,Undirected,2
162058,272412,Undirected,2
269044,272412,Undirected,4
165171,270559,Undirected,2
165171,272412,Undirected,3
165171,289071,Undirected,2
165171,309918,Undirected,2
165171,345675,Undirected,2
165171,366527,Undirected,2
165171,392560,Undirected,2
256876,270559,Undirected,2
256876,272412,Undirected,2
256876,289071,Undirected,2
256876,309918,Undirected,2
256876,345675,Undirected,2
256876,392560,Undirected,2
270559,272412,Undirected,4
270559,289071,Undirected,5
270559,309918,Undirected,3
270559,345675,Undirected,3
270559,366527,Undirected,2
270559,392560,Undirected,3
272412,289071,Undirected,8
272412,309918,Undirected,3
272412,345675,Undirected,7
272412,366527,Undirected,2
272412,392560,Undirected,3
289071,309918,Undirected,3
289071,345675,Undirected,7
289071,366527,Undirected,2
289071,392560,Undirected,3
309918,345675,Undirected,3
309918,366527,Undirected,2
309918,392560,Undirected,3
345675,366527,Undirected,3
345675,392560,Undirected,3
366527,392560,Undirected,2
3224,196643,Undirected,2
155927,273082,Undirected,2
196643,271767,Undirected,2
196643,284471,Undirected,2
273082,284471,Undirected,2
188109,188704,Undirected,2
227705,246158,Undirected,2
314322,383829,Undirected,2
77843,294338,Undirected,2
204008,307569,Undirected,2
303147,307569,Undirected,2
38736,294611,Undirected,2
38736,307705,Undirected,2
38736,316039,Undirected,3
38736,320864,Undirected,4
294611,307705,Undirected,2
294611,316039,Undirected,2
294611,320864,Undirected,2
307705,316039,Undirected,2
307705,320864,Undirected,2
316039,320864,Undirected,3
30349,247830,Undirected,2
30349,370706,Undirected,2
247830,370706,Undirected,2
38736,197086,Undirected,2
197086,291819,Undirected,2
197086,318399,Undirected,2
44177,153880,Undirected,2
153880,190101,Undirected,3
185966,198840,Undirected,2
309567,318234,Undirected,2
312830,316152,Undirected,2
312830,318234,Undirected,2
312830,338648,Undirected,2
316152,318234,Undirected,3
133008,199547,Undirected,2
32669,32781,Undirected,5
32669,380203,Undirected,5
32669,383697,Undirected,4
32781,380203,Undirected,12
32781,383697,Undirected,4
380203,383697,Undirected,5
48189,370018,Undirected,3
169915,370018,Undirected,2
222499,364228,Undirected,3
147868,294506,Undirected,2
262843,281400,Undirected,2
281400,337205,Undirected,2
28287,61809,Undirected,3
136569,141239,Undirected,2
136569,298439,Undirected,2
32548,266705,Undirected,2
141151,215460,Undirected,2
76185,364228,Undirected,2
81566,98427,Undirected,2
144401,314902,Undirected,2
219755,314902,Undirected,2
19331,93226,Undirected,3
93226,351723,Undirected,2
35867,99577,Undirected,3
35867,111970,Undirected,3
35867,167938,Undirected,2
35867,172863,Undirected,2
35867,250654,Undirected,2
35867,315558,Undirected,3
99577,111970,Undirected,2
99577,167938,Undirected,2
99577,172863,Undirected,2
99577,250654,Undirected,2
99577,315558,Undirected,3
111970,167938,Undirected,2
111970,172863,Undirected,2
111970,250654,Undirected,2
111970,315558,Undirected,2
167938,172863,Undirected,2
167938,250654,Undirected,2
167938,315558,Undirected,2
172863,250654,Undirected,2
172863,315558,Undirected,2
250654,315558,Undirected,2
35867,191982,Undirected,2
41432,224713,Undirected,4
42095,91078,Undirected,2
42095,133008,Undirected,2
42095,229037,Undirected,3
42095,229551,Undirected,3
42095,304572,Undirected,3
42095,344202,Undirected,4
42095,345478,Undirected,8
42095,387456,Undirected,3
91078,133008,Undirected,2
91078,229551,Undirected,2
91078,304572,Undirected,2
91078,345478,Undirected,2
133008,229551,Undirected,2
133008,304572,Undirected,2
133008,344202,Undirected,2
133008,345478,Undirected,3
210950,344202,Undirected,2
210950,345478,Undirected,2
229037,229551,Undirected,2
229551,304572,Undirected,3
229551,345478,Undirected,3
304572,345478,Undirected,2
344202,345478,Undirected,5
344202,387456,Undirected,2
27310,250394,Undirected,2
160972,250394,Undirected,2
168107,370687,Undirected,2
250394,293979,Undirected,2
284807,298955,Undirected,2
294867,298955,Undirected,2
294867,301115,Undirected,2
298955,382658,Undirected,2
110482,233697,Undirected,2
110482,367921,Undirected,2
110482,368625,Undirected,2
110482,387612,Undirected,2
233697,368625,Undirected,2
233697,387612,Undirected,2
368625,387612,Undirected,2
75181,141623,Undirected,2
75181,318459,Undirected,4
141623,318459,Undirected,4
141623,336148,Undirected,2
169760,228983,Undirected,2
169760,318459,Undirected,2
169760,342647,Undirected,2
169760,364228,Undirected,2
228983,342647,Undirected,2
228983,364228,Undirected,2
342647,364228,Undirected,2
156986,177737,Undirected,2
138289,144265,Undirected,2
144265,174272,Undirected,2
144265,200948,Undirected,2
144265,223602,Undirected,2
144265,387538,Undirected,2
174272,200948,Undirected,2
174272,223602,Undirected,2
174272,387538,Undirected,2
200948,223602,Undirected,3
200948,387538,Undirected,2
223602,387538,Undirected,3
12408,357003,Undirected,2
242675,380174,Undirected,2
14903,306509,Undirected,2
14903,371085,Undirected,2
30426,48189,Undirected,2
48189,185863,Undirected,3
48189,306509,Undirected,2
185863,306509,Undirected,2
124536,326777,Undirected,2
177737,269212,Undirected,2
177737,326777,Undirected,2
366527,374392,Undirected,2
68527,103136,Undirected,2
68527,145049,Undirected,3
68527,332338,Undirected,3
68527,339105,Undirected,4
103136,145049,Undirected,3
103136,332338,Undirected,2
145049,370024,Undirected,2
313507,370024,Undirected,2
332338,339105,Undirected,2
332338,372533,Undirected,3
350591,370024,Undirected,2
6306,41642,Undirected,6
6306,133498,Undirected,5
6306,134069,Undirected,7
6306,266315,Undirected,2
41642,78000,Undirected,3
41642,222872,Undirected,2
41642,291245,Undirected,2
41642,329250,Undirected,3
78000,104329,Undirected,4
78000,133498,Undirected,4
78000,134069,Undirected,7
78000,266315,Undirected,2
78000,291245,Undirected,2
78000,329250,Undirected,2
104329,133498,Undirected,4
104329,134069,Undirected,11
104329,291245,Undirected,2
133498,291245,Undirected,3
133498,329250,Undirected,2
134069,291245,Undirected,4
222872,266315,Undirected,2
266315,291245,Undirected,3
6306,42900,Undirected,3
6306,323584,Undirected,4
133498,323584,Undirected,20
134069,323584,Undirected,21
74081,160557,Undirected,2
139304,214971,Undirected,2
160557,303722,Undirected,2
160557,318234,Undirected,4
214971,303722,Undirected,2
250619,303722,Undirected,2
303722,318234,Undirected,3
75005,183306,Undirected,2
75005,366444,Undirected,3
183306,366444,Undirected,2
215949,327087,Undirected,2
41840,340278,Undirected,4
